name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
LeBron James,Cleveland Cavaliers,10/29/2016,2016,1966,1610612739,400899479,3,5,25,0,Jump Shot,2PT Field Goal,19,Orlando Magic,-119,160,0,0,,0,0
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,3,2,13,0,Jump Shot,2PT Field Goal,6,Chicago Bulls,12,64,4,7.8,"Butler, Jimmy",4,8.6
LeBron James,Miami Heat,5/8/2014,2013,1966,1610612748,400556275,3,5,14,0,Jump Shot,3PT Field Goal,24,Brooklyn Nets,-215,107,0,0.9,"Pierce, Paul",6.5,8.3
LeBron James,Miami Heat,11/15/2012,2012,1966,1610612748,400277841,3,2,18,0,Jump Shot,2PT Field Goal,22,Denver Nuggets,2,228,,,,,
LeBron James,Cleveland Cavaliers,12/1/2016,2016,1966,1610612739,400899395,3,10,18,0,Jump Shot,3PT Field Goal,24,Los Angeles Clippers,228,92,0,0,,0,0
LeBron James,Miami Heat,5/22/2011,2010,1966,1610612748,310522014,1,2,54,0,Jump Shot,2PT Field Goal,10,Chicago Bulls,-65,77,,,,,
LeBron James,Miami Heat,5/8/2014,2013,1966,1610612748,400556275,4,7,1,0,Jump Shot,2PT Field Goal,18,Brooklyn Nets,103,157,6,6.3,"Teletovic, Mirza",5.4,4.5
LeBron James,Miami Heat,4/10/2012,2011,1966,1610612748,320410014,2,7,20,0,Jump Shot,2PT Field Goal,2,Boston Celtics,-18,19,,,,,
LeBron James,Miami Heat,5/8/2014,2013,1966,1610612748,400556275,4,4,30,0,Jump Shot,2PT Field Goal,14,Brooklyn Nets,-139,25,0,0.8,"Pierce, Paul",4.5,1.9
LeBron James,Miami Heat,3/10/2012,2011,1966,1610612748,320310014,1,8,21,0,Jump Shot,2PT Field Goal,6,Indiana Pacers,-45,45,,,,,
LeBron James,Miami Heat,5/8/2014,2013,1966,1610612748,400556275,4,3,8,0,Jump Shot,3PT Field Goal,25,Brooklyn Nets,198,159,0,1.1,"Livingston, Shaun",5.3,1.6
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,2,2,10,0,Jump Shot,2PT Field Goal,6,Chicago Bulls,-45,52,13,10.7,"Rose, Derrick",1.6,14.1
LeBron James,Cleveland Cavaliers,12/1/2016,2016,1966,1610612739,400899395,1,9,13,0,Jump Shot,2PT Field Goal,14,Los Angeles Clippers,-132,56,0,0,,0,0
LeBron James,Miami Heat,5/3/2011,2010,1966,1610612748,310503014,1,4,11,0,Jump Shot,2PT Field Goal,4,Boston Celtics,-34,34,,,,,
LeBron James,Cleveland Cavaliers,10/28/2017,2017,1966,1610612739,400974828,3,7,31,1,Jump Shot,2PT Field Goal,14,New Orleans Pelicans,51,134,0,0,,0,0
LeBron James,Miami Heat,5/22/2011,2010,1966,1610612748,310522014,4,0,53,0,Jump Shot,2PT Field Goal,14,Chicago Bulls,146,20,,,,,
LeBron James,Cleveland Cavaliers,12/1/2016,2016,1966,1610612739,400899395,3,0,3,0,Jump Shot,3PT Field Goal,26,Los Angeles Clippers,-161,208,0,0,,0,0
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,3,1,42,0,Jump Shot,3PT Field Goal,25,Chicago Bulls,125,217,10,10.3,"Butler, Jimmy",6.3,12.8
LeBron James,Miami Heat,12/15/2012,2012,1966,1610612748,400278059,3,6,9,0,Jump Shot,3PT Field Goal,25,Washington Wizards,-38,252,,,,,
LeBron James,Miami Heat,4/6/2011,2010,1966,1610612748,310406014,4,6,50,0,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,176,183,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,1,11,9,1,Jump Shot,2PT Field Goal,17,Brooklyn Nets,-171,-3,0,3.5,"Pierce, Paul",4.4,6
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,3,11,38,0,Jump Shot,2PT Field Goal,18,Chicago Bulls,136,126,1,4.5,"Rose, Derrick",5,4.8
LeBron James,Cleveland Cavaliers,12/21/2017,2017,1966,1610612739,400975217,3,11,20,0,Jump Shot,2PT Field Goal,19,Chicago Bulls,-98,163,0,0,,0,0
LeBron James,Miami Heat,11/21/2012,2012,1966,1610612748,400277883,4,2,10,0,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,-2,257,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,1,6,48,1,Jump Shot,3PT Field Goal,26,Brooklyn Nets,118,242,0,1.4,"Williams, Deron",8.2,15.5
LeBron James,Miami Heat,3/19/2011,2010,1966,1610612748,310319014,1,0,20,1,Jump Shot,2PT Field Goal,20,Denver Nuggets,99,179,,,,,
LeBron James,Cleveland Cavaliers,3/5/2016,2015,1966,1610612739,400828809,2,4,17,1,Jump Shot,2PT Field Goal,16,Boston Celtics,61,154,0,0,,0,0
LeBron James,Miami Heat,6/12/2011,2010,1966,1610612748,310612014,1,1,43,0,Jump Shot,3PT Field Goal,24,Dallas Mavericks,-79,230,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,1,4,2,0,Jump Shot,3PT Field Goal,24,Brooklyn Nets,-180,172,0,1.1,"Pierce, Paul",5.5,14
LeBron James,Miami Heat,2/19/2012,2011,1966,1610612748,320219014,2,3,9,0,Jump Shot,2PT Field Goal,10,Orlando Magic,-92,44,,,,,
LeBron James,Miami Heat,5/30/2013,2012,1966,1610612748,400466598,3,6,4,1,Jump Shot,2PT Field Goal,16,Indiana Pacers,106,126,,,,,
LeBron James,Miami Heat,11/21/2012,2012,1966,1610612748,400277883,3,9,10,0,Jump Shot,2PT Field Goal,17,Milwaukee Bucks,-161,71,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,1,0,31,1,Jump Shot,3PT Field Goal,27,Brooklyn Nets,159,227,0,2.3,"Pierce, Paul",4.9,9
LeBron James,Miami Heat,1/2/2012,2011,1966,1610612748,320102014,2,0,50,1,Jump Shot,2PT Field Goal,17,Atlanta Hawks,170,-11,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,2,3,22,0,Jump Shot,3PT Field Goal,26,Brooklyn Nets,129,233,2,5.6,"Pierce, Paul",3.5,3.6
LeBron James,Miami Heat,4/8/2012,2011,1966,1610612748,320408014,4,5,35,0,Jump Shot,2PT Field Goal,21,Detroit Pistons,17,211,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,3,10,21,0,Jump Shot,3PT Field Goal,24,Brooklyn Nets,217,124,0,1,"Pierce, Paul",5.9,12
LeBron James,Miami Heat,11/15/2012,2012,1966,1610612748,400277841,4,3,47,0,Jump Shot,3PT Field Goal,26,Denver Nuggets,206,165,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,3,4,48,1,Jump Shot,3PT Field Goal,24,Brooklyn Nets,89,233,2,3.8,"Teletovic, Mirza",6.5,14.2
LeBron James,Miami Heat,12/15/2010,2010,1966,1610612748,301215014,2,4,15,0,Jump Shot,3PT Field Goal,23,Cleveland Cavaliers,-231,31,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,3,2,49,0,Jump Shot,3PT Field Goal,26,Brooklyn Nets,130,231,0,1.1,"Teletovic, Mirza",5.9,6.3
LeBron James,Miami Heat,4/6/2011,2010,1966,1610612748,310406014,3,6,39,0,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,157,205,,,,,
LeBron James,Miami Heat,5/15/2013,2012,1966,1610612748,400464464,3,11,12,1,Jump Shot,3PT Field Goal,26,Chicago Bulls,-168,208,,,,,
LeBron James,Miami Heat,11/17/2012,2012,1966,1610612748,400277858,1,6,11,0,Jump Shot,2PT Field Goal,20,Phoenix Suns,124,162,,,,,
LeBron James,Miami Heat,5/10/2014,2013,1966,1610612748,400556276,3,0,38,0,Jump Shot,2PT Field Goal,10,Brooklyn Nets,-67,82,9,7.7,"Teletovic, Mirza",0.9,16.9
LeBron James,Cleveland Cavaliers,4/10/2015,2014,1966,1610612739,400579470,2,7,36,0,Jump Shot,3PT Field Goal,23,Boston Celtics,230,53,0,2.1,"Crowder, Jae",0.6,0
LeBron James,Cleveland Cavaliers,11/17/2015,2015,1966,1610612739,400828047,2,7,27,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,63,249,0,1.5,"Dinwiddie, Spencer",5.8,19.1
LeBron James,Miami Heat,4/21/2011,2010,1966,1610612748,310421020,4,0,17,0,Jump Shot,2PT Field Goal,14,Philadelphia 76ers,140,31,,,,,
LeBron James,Cleveland Cavaliers,3/5/2016,2015,1966,1610612739,400828809,3,6,16,1,Jump Shot,3PT Field Goal,24,Boston Celtics,-199,149,0,0,,0,0
LeBron James,Miami Heat,3/12/2011,2010,1966,1610612748,310312014,2,11,4,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,195,160,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,1,10,32,0,Jump Shot,2PT Field Goal,23,Brooklyn Nets,42,227,2,5.9,"Williams, Deron",2.6,2.1
LeBron James,Miami Heat,4/6/2011,2010,1966,1610612748,310406014,3,4,32,1,Jump Shot,2PT Field Goal,17,Milwaukee Bucks,-139,102,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,1,9,12,1,Jump Shot,3PT Field Goal,25,Brooklyn Nets,198,154,0,1.2,"Pierce, Paul",7.5,13.4
LeBron James,Miami Heat,4/10/2012,2011,1966,1610612748,320410014,2,0,0,1,Jump Shot,3PT Field Goal,25,Boston Celtics,21,250,,,,,
LeBron James,Cleveland Cavaliers,1/27/2017,2016,1966,1610612739,400900116,1,2,45,0,Jump Shot,2PT Field Goal,21,Brooklyn Nets,-66,200,0,0,,0,0
LeBron James,Miami Heat,2/4/2011,2010,1966,1610612748,310204030,1,10,39,1,Jump Shot,2PT Field Goal,17,Charlotte Hornets,-144,94,,,,,
LeBron James,Cleveland Cavaliers,12/13/2016,2016,1966,1610612739,400899810,2,10,10,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-243,65,0,0,,0,0
LeBron James,Miami Heat,4/6/2011,2010,1966,1610612748,310406014,3,2,26,1,Jump Shot,3PT Field Goal,24,Milwaukee Bucks,241,33,,,,,
LeBron James,Cleveland Cavaliers,12/31/2016,2016,1966,1610612739,400899947,4,3,12,1,Jump Shot,2PT Field Goal,22,Charlotte Hornets,-97,198,0,0,,0,0
LeBron James,Miami Heat,4/22/2012,2011,1966,1610612748,320422014,3,9,37,0,Jump Shot,2PT Field Goal,8,Houston Rockets,72,47,,,,,
LeBron James,Cleveland Cavaliers,10/17/2017,2017,1966,1610612739,400974437,2,10,28,0,Jump Shot,3PT Field Goal,22,Boston Celtics,-228,-1,0,0,,0,0
LeBron James,Miami Heat,11/17/2012,2012,1966,1610612748,400277858,2,7,44,0,Jump Shot,3PT Field Goal,25,Phoenix Suns,179,186,,,,,
LeBron James,Cleveland Cavaliers,11/17/2015,2015,1966,1610612739,400828047,1,4,37,0,Jump Shot,3PT Field Goal,25,Detroit Pistons,68,247,1,2.4,"Morris, Marcus",4.8,13.4
LeBron James,Miami Heat,11/21/2012,2012,1966,1610612748,400277883,4,3,54,1,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,-60,249,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,2,7,23,0,Jump Shot,3PT Field Goal,26,Brooklyn Nets,196,176,4,5.5,"Pierce, Paul",4.7,1.4
LeBron James,Miami Heat,11/21/2012,2012,1966,1610612748,400277883,1,1,6,1,Jump Shot,2PT Field Goal,15,Milwaukee Bucks,-81,137,,,,,
LeBron James,Cleveland Cavaliers,3/26/2016,2015,1966,1610612739,400828973,4,4,29,0,Jump Shot,3PT Field Goal,25,New York Knicks,99,239,0,0,,0,0
LeBron James,Miami Heat,3/7/2012,2011,1966,1610612748,320307014,2,1,41,0,Jump Shot,2PT Field Goal,17,Atlanta Hawks,-146,94,,,,,
LeBron James,Cleveland Cavaliers,11/17/2015,2015,1966,1610612739,400828047,1,8,5,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,40,249,1,2.6,"Morris, Marcus",6,13.8
LeBron James,Miami Heat,5/9/2012,2011,1966,1610612748,320509014,4,0,22,0,Jump Shot,2PT Field Goal,20,New York Knicks,-136,153,,,,,
LeBron James,Cleveland Cavaliers,12/4/2015,2015,1966,1610612739,400828175,4,10,3,0,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,-186,193,1,2.9,"Anderson, Ryan",5.7,15.1
LeBron James,Miami Heat,2/4/2011,2010,1966,1610612748,310204030,3,10,30,1,Jump Shot,2PT Field Goal,14,Charlotte Hornets,144,28,,,,,
LeBron James,Cleveland Cavaliers,12/31/2016,2016,1966,1610612739,400899947,4,2,1,0,Jump Shot,2PT Field Goal,17,Charlotte Hornets,14,170,0,0,,0,0
LeBron James,Miami Heat,1/10/2012,2011,1966,1610612748,320110009,5,0,7,0,Jump Shot,3PT Field Goal,26,Golden State Warriors,-198,181,,,,,
LeBron James,Cleveland Cavaliers,3/26/2016,2015,1966,1610612739,400828973,3,7,7,0,Jump Shot,2PT Field Goal,20,New York Knicks,-168,111,0,0,,0,0
LeBron James,Miami Heat,4/6/2011,2010,1966,1610612748,310406014,3,0,39,0,Jump Shot,2PT Field Goal,11,Milwaukee Bucks,45,110,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,3,10,17,0,Jump Shot,2PT Field Goal,22,Brooklyn Nets,209,72,1,5,"Pierce, Paul",3.2,1.7
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,2,4,13,0,Jump Shot,2PT Field Goal,19,Chicago Bulls,-164,99,1,2.5,"Gibson, Taj",4.8,2.9
LeBron James,Cleveland Cavaliers,11/17/2015,2015,1966,1610612739,400828047,2,9,1,1,Jump Shot,3PT Field Goal,24,Detroit Pistons,155,193,4,10.4,"Bullock, Reggie",3.6,6
LeBron James,Miami Heat,11/3/2012,2012,1966,1610612748,400277750,3,3,10,0,Jump Shot,2PT Field Goal,19,Denver Nuggets,184,78,,,,,
LeBron James,Cleveland Cavaliers,12/21/2017,2017,1966,1610612739,400975217,3,9,26,1,Jump Shot,3PT Field Goal,25,Chicago Bulls,-107,227,0,0,,0,0
LeBron James,Miami Heat,11/17/2012,2012,1966,1610612748,400277858,2,3,33,1,Jump Shot,2PT Field Goal,15,Phoenix Suns,-158,-2,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,3,6,0,1,Jump Shot,3PT Field Goal,26,Brooklyn Nets,-136,224,0,2.1,"Teletovic, Mirza",5.3,6.1
LeBron James,Miami Heat,5/24/2011,2010,1966,1610612748,310524014,4,7,35,0,Jump Shot,2PT Field Goal,20,Chicago Bulls,4,209,,,,,
LeBron James,Cleveland Cavaliers,2/1/2017,2016,1966,1610612739,400899369,3,5,44,1,Jump Shot,3PT Field Goal,25,Minnesota Timberwolves,-176,178,0,0,,0,0
LeBron James,Miami Heat,2/3/2011,2010,1966,1610612748,310203019,3,10,47,1,Jump Shot,3PT Field Goal,24,Orlando Magic,-123,216,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,3,3,16,0,Jump Shot,3PT Field Goal,26,Brooklyn Nets,-131,236,5,5.8,"Teletovic, Mirza",6.1,19
LeBron James,Miami Heat,5/13/2012,2011,1966,1610612748,320513014,1,5,50,0,Jump Shot,2PT Field Goal,19,Indiana Pacers,138,143,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,3,0,5,0,Jump Shot,3PT Field Goal,26,Brooklyn Nets,-4,261,21,19.8,"Teletovic, Mirza",5.4,2.2
LeBron James,Miami Heat,4/21/2011,2010,1966,1610612748,310421020,4,1,12,0,Jump Shot,2PT Field Goal,6,Philadelphia 76ers,65,-5,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,4,4,7,1,Jump Shot,3PT Field Goal,27,Brooklyn Nets,24,272,0,1,"Johnson, Joe",5.4,8.7
LeBron James,Miami Heat,2/3/2011,2010,1966,1610612748,310203019,3,9,10,0,Jump Shot,2PT Field Goal,21,Orlando Magic,211,-13,,,,,
LeBron James,Miami Heat,6/20/2013,2012,1966,1610612748,400467339,3,2,48,0,Jump Shot,3PT Field Goal,24,San Antonio Spurs,-190,148,,,,,
LeBron James,Miami Heat,4/8/2012,2011,1966,1610612748,320408014,3,8,5,1,Jump Shot,3PT Field Goal,22,Detroit Pistons,225,-5,,,,,
LeBron James,Miami Heat,5/12/2014,2013,1966,1610612748,400556277,4,0,17,0,Jump Shot,2PT Field Goal,17,Brooklyn Nets,-157,88,4,6.9,"Pierce, Paul",1.9,2.9
LeBron James,Miami Heat,4/6/2011,2010,1966,1610612748,310406014,3,11,2,1,Jump Shot,2PT Field Goal,18,Milwaukee Bucks,170,71,,,,,
LeBron James,Cleveland Cavaliers,2/1/2017,2016,1966,1610612739,400899369,3,6,23,0,Jump Shot,3PT Field Goal,26,Minnesota Timberwolves,-225,146,0,0,,0,0
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,1,3,14,1,Jump Shot,2PT Field Goal,17,Chicago Bulls,99,142,0,6.9,"Butler, Jimmy",5.2,10.3
LeBron James,Miami Heat,5/14/2014,2013,1966,1610612748,400556278,1,8,56,0,Jump Shot,2PT Field Goal,15,Brooklyn Nets,-123,94,7,4,"Pierce, Paul",4.4,3.9
LeBron James,Miami Heat,4/8/2012,2011,1966,1610612748,320408014,3,3,28,0,Jump Shot,2PT Field Goal,18,Detroit Pistons,-90,162,,,,,
LeBron James,Cleveland Cavaliers,10/17/2017,2017,1966,1610612739,400974437,2,0,57,1,Jump Shot,2PT Field Goal,18,Boston Celtics,183,32,0,0,,0,0
LeBron James,Miami Heat,2/3/2011,2010,1966,1610612748,310203019,3,7,48,1,Jump Shot,3PT Field Goal,24,Orlando Magic,-109,222,,,,,
LeBron James,Cleveland Cavaliers,12/4/2017,2017,1966,1610612739,400975095,4,10,50,1,Jump Shot,3PT Field Goal,26,Chicago Bulls,142,218,0,0,,0,0
LeBron James,Miami Heat,5/22/2011,2010,1966,1610612748,310522014,1,5,43,1,Jump Shot,3PT Field Goal,24,Chicago Bulls,-164,184,,,,,
LeBron James,Cleveland Cavaliers,12/4/2017,2017,1966,1610612739,400975095,2,8,54,0,Jump Shot,2PT Field Goal,14,Chicago Bulls,119,81,0,0,,0,0
LeBron James,Miami Heat,12/30/2011,2011,1966,1610612748,311230016,1,7,1,1,Jump Shot,2PT Field Goal,20,Minnesota Timberwolves,106,170,,,,,
LeBron James,Miami Heat,5/14/2014,2013,1966,1610612748,400556278,1,0,12,0,Jump Shot,3PT Field Goal,25,Brooklyn Nets,-112,225,0,0.4,"Kirilenko, Andrei",3,3.1
LeBron James,Miami Heat,11/27/2010,2010,1966,1610612748,301127006,3,8,30,0,Jump Shot,2PT Field Goal,22,Dallas Mavericks,-193,112,,,,,
LeBron James,Cleveland Cavaliers,3/5/2016,2015,1966,1610612739,400828809,3,1,50,0,Jump Shot,2PT Field Goal,17,Boston Celtics,-97,141,0,0,,0,0
LeBron James,Miami Heat,12/8/2010,2010,1966,1610612748,301208026,3,3,55,1,Jump Shot,3PT Field Goal,22,Utah Jazz,-229,-2,,,,,
LeBron James,Miami Heat,5/14/2014,2013,1966,1610612748,400556278,3,9,47,0,Jump Shot,3PT Field Goal,24,Brooklyn Nets,244,6,0,0.7,"Williams, Deron",5.7,1
LeBron James,Miami Heat,11/17/2012,2012,1966,1610612748,400277858,4,10,10,0,Jump Shot,2PT Field Goal,16,Phoenix Suns,-161,19,,,,,
LeBron James,Cleveland Cavaliers,1/27/2017,2016,1966,1610612739,400900116,1,8,24,0,Jump Shot,3PT Field Goal,25,Brooklyn Nets,-160,195,0,0,,0,0
LeBron James,Miami Heat,11/17/2012,2012,1966,1610612748,400277858,3,3,42,1,Jump Shot,3PT Field Goal,26,Phoenix Suns,212,152,,,,,
LeBron James,Miami Heat,5/14/2014,2013,1966,1610612748,400556278,3,2,38,0,Jump Shot,2PT Field Goal,18,Brooklyn Nets,168,88,0,6.5,"Pierce, Paul",4.4,5.4
LeBron James,Miami Heat,5/22/2011,2010,1966,1610612748,310522014,1,0,37,0,Jump Shot,3PT Field Goal,24,Chicago Bulls,-157,194,,,,,
LeBron James,Cleveland Cavaliers,3/5/2016,2015,1966,1610612739,400828809,1,9,40,0,Jump Shot,3PT Field Goal,24,Boston Celtics,220,105,0,0,,0,0
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,1,2,0,1,Jump Shot,2PT Field Goal,16,Chicago Bulls,-160,48,0,3.6,"Gibson, Taj",6,11.6
LeBron James,Miami Heat,5/14/2014,2013,1966,1610612748,400556278,4,10,34,1,Jump Shot,3PT Field Goal,25,Brooklyn Nets,113,225,0,1.4,"Kirilenko, Andrei",8.1,9.2
LeBron James,Miami Heat,1/11/2012,2011,1966,1610612748,320111012,1,3,6,1,Jump Shot,2PT Field Goal,17,Los Angeles Clippers,-100,143,,,,,
LeBron James,Miami Heat,5/14/2014,2013,1966,1610612748,400556278,4,4,21,0,Jump Shot,3PT Field Goal,25,Brooklyn Nets,-196,160,1,2.5,"Teletovic, Mirza",5.1,2.6
LeBron James,Miami Heat,3/7/2012,2011,1966,1610612748,320307014,3,4,24,1,Jump Shot,2PT Field Goal,17,Atlanta Hawks,-126,126,,,,,
LeBron James,Miami Heat,5/14/2014,2013,1966,1610612748,400556278,4,2,48,1,Jump Shot,3PT Field Goal,24,Brooklyn Nets,214,129,0,0,"Teletovic, Mirza",5.2,14.6
LeBron James,Miami Heat,4/8/2012,2011,1966,1610612748,320408014,3,2,0,1,Jump Shot,2PT Field Goal,19,Detroit Pistons,144,126,,,,,
LeBron James,Cleveland Cavaliers,12/4/2017,2017,1966,1610612739,400975095,2,9,37,1,Jump Shot,2PT Field Goal,14,Chicago Bulls,111,92,0,0,,0,0
LeBron James,Miami Heat,5/1/2011,2010,1966,1610612748,310501014,4,6,31,0,Jump Shot,2PT Field Goal,21,Boston Celtics,159,143,,,,,
LeBron James,Miami Heat,5/18/2014,2013,1966,1610612748,400558914,1,5,59,0,Jump Shot,3PT Field Goal,23,Indiana Pacers,-232,3,0,1.2,"Hibbert, Roy",5.4,6.7
LeBron James,Cleveland Cavaliers,4/10/2015,2014,1966,1610612739,400579470,3,5,28,0,Jump Shot,3PT Field Goal,27,Boston Celtics,-180,205,4,4,"Turner, Evan",5.8,18.8
LeBron James,Cleveland Cavaliers,6/5/2016,2015,1966,1610612739,400878155,1,0,1,0,Jump Shot,2PT Field Goal,5,Golden State Warriors,-35,36,0,0,,0,0
LeBron James,Miami Heat,3/16/2011,2010,1966,1610612748,310316014,4,5,56,0,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,-196,148,,,,,
LeBron James,Cleveland Cavaliers,12/4/2017,2017,1966,1610612739,400975095,2,2,59,0,Jump Shot,2PT Field Goal,15,Chicago Bulls,11,159,0,0,,0,0
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,1,3,59,0,Jump Shot,2PT Field Goal,19,Chicago Bulls,-163,102,5,5.1,"Butler, Jimmy",5.2,18.1
LeBron James,Cleveland Cavaliers,3/26/2016,2015,1966,1610612739,400828973,4,2,12,0,Jump Shot,2PT Field Goal,22,New York Knicks,-109,195,0,0,,0,0
LeBron James,Miami Heat,11/29/2012,2012,1966,1610612748,400277940,3,10,43,1,Jump Shot,2PT Field Goal,11,San Antonio Spurs,0,115,,,,,
LeBron James,Miami Heat,5/18/2014,2013,1966,1610612748,400558914,1,1,18,0,Jump Shot,2PT Field Goal,9,Indiana Pacers,-97,20,6,9.8,"George, Paul",3.7,2
LeBron James,Miami Heat,4/8/2012,2011,1966,1610612748,320408014,3,4,45,0,Jump Shot,2PT Field Goal,19,Detroit Pistons,-111,156,,,,,
LeBron James,Miami Heat,5/18/2014,2013,1966,1610612748,400558914,1,0,0,0,Jump Shot,3PT Field Goal,28,Indiana Pacers,9,285,0,1.2,"George, Paul",7.2,0
LeBron James,Cleveland Cavaliers,5/6/2015,2014,1966,1610612739,400793122,2,5,0,0,Jump Shot,2PT Field Goal,15,Chicago Bulls,-152,11,1,5,"Butler, Jimmy",2,13.8
LeBron James,Miami Heat,5/18/2014,2013,1966,1610612748,400558914,2,3,31,1,Jump Shot,2PT Field Goal,16,Indiana Pacers,165,-5,0,2.2,"George, Paul",3.8,10
LeBron James,Miami Heat,1/11/2012,2011,1966,1610612748,320111012,1,10,44,0,Jump Shot,2PT Field Goal,17,Los Angeles Clippers,168,55,,,,,
LeBron James,Cleveland Cavaliers,12/21/2016,2016,1966,1610612739,400899871,2,5,11,1,Jump Shot,3PT Field Goal,26,Milwaukee Bucks,-223,134,0,0,,0,0
LeBron James,Miami Heat,11/3/2012,2012,1966,1610612748,400277750,3,5,29,1,Jump Shot,2PT Field Goal,19,Denver Nuggets,140,142,,,,,
LeBron James,Miami Heat,5/18/2014,2013,1966,1610612748,400558914,3,10,5,0,Jump Shot,3PT Field Goal,25,Indiana Pacers,-19,257,0,1.1,"Stephenson, Lance",5.8,9.9
LeBron James,Miami Heat,3/7/2012,2011,1966,1610612748,320307014,3,1,20,1,Jump Shot,2PT Field Goal,19,Atlanta Hawks,-130,145,,,,,
LeBron James,Miami Heat,6/6/2013,2012,1966,1610612748,400467195,2,1,18,0,Jump Shot,3PT Field Goal,25,San Antonio Spurs,77,241,,,,,
LeBron James,Miami Heat,2/3/2011,2010,1966,1610612748,310203019,3,2,30,0,Jump Shot,3PT Field Goal,24,Orlando Magic,-97,225,,,,,
LeBron James,Miami Heat,5/18/2014,2013,1966,1610612748,400558914,3,5,11,0,Jump Shot,2PT Field Goal,21,Indiana Pacers,-185,112,1,2.4,"West, David",4,3.1
LeBron James,Miami Heat,3/7/2012,2011,1966,1610612748,320307014,4,11,1,0,Jump Shot,2PT Field Goal,18,Atlanta Hawks,-147,116,,,,,
LeBron James,Cleveland Cavaliers,10/28/2015,2015,1966,1610612739,400827898,1,0,0,0,Jump Shot,2PT Field Goal,18,Memphis Grizzlies,-82,165,3,3,"Wright, Brandan",5,0
LeBron James,Miami Heat,1/10/2012,2011,1966,1610612748,320110009,5,0,2,0,Jump Shot,3PT Field Goal,23,Golden State Warriors,-232,4,,,,,
LeBron James,Miami Heat,5/18/2014,2013,1966,1610612748,400558914,3,2,17,0,Jump Shot,3PT Field Goal,27,Indiana Pacers,105,257,0,1.4,"George, Paul",4.6,8.8
LeBron James,Miami Heat,5/22/2011,2010,1966,1610612748,310522014,4,10,53,1,Jump Shot,2PT Field Goal,21,Chicago Bulls,143,160,,,,,
LeBron James,Cleveland Cavaliers,3/5/2016,2015,1966,1610612739,400828809,2,4,40,0,Jump Shot,3PT Field Goal,24,Boston Celtics,156,193,0,0,,0,0
LeBron James,Miami Heat,4/6/2011,2010,1966,1610612748,310406014,3,7,6,1,Jump Shot,3PT Field Goal,25,Milwaukee Bucks,189,173,,,,,
LeBron James,Cleveland Cavaliers,12/25/2015,2015,1966,1610612739,400828325,3,1,5,0,Jump Shot,2PT Field Goal,3,Golden State Warriors,25,26,0,1.9,"Ezeli, Festus",0,11.1
LeBron James,Miami Heat,2/3/2011,2010,1966,1610612748,310203019,4,5,36,0,Jump Shot,2PT Field Goal,21,Orlando Magic,-82,195,,,,,
