name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
LeBron James,Miami Heat,3/29/2012,2011,1966,1610612748,320329014,4,3,6,1,Alley Oop Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-4,14,,,,,
LeBron James,Miami Heat,12/30/2011,2011,1966,1610612748,311230016,3,4,19,1,Alley Oop Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,-16,-11,,,,,
LeBron James,Miami Heat,2/14/2013,2012,1966,1610612748,400278507,4,4,6,1,Alley Oop Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,-7,4,,,,,
LeBron James,Miami Heat,5/10/2013,2012,1966,1610612748,400464359,3,9,32,1,Alley Oop Dunk Shot,2PT Field Goal,0,Chicago Bulls,-2,6,,,,,
LeBron James,Miami Heat,2/14/2013,2012,1966,1610612748,400278507,4,1,28,1,Alley Oop Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,0,1,,,,,
LeBron James,Miami Heat,2/20/2014,2013,1966,1610612748,400489686,1,7,49,1,Alley Oop Dunk Shot,2PT Field Goal,1,Oklahoma City Thunder,13,-2,0,0.9,"Perkins, Kendrick",5.6,8.4
LeBron James,Miami Heat,2/27/2011,2010,1966,1610612748,310227014,1,8,54,1,Alley Oop Dunk Shot,2PT Field Goal,2,New York Knicks,18,14,,,,,
LeBron James,Miami Heat,4/18/2011,2010,1966,1610612748,310418014,2,5,9,1,Alley Oop Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,9,16,,,,,
LeBron James,Miami Heat,1/2/2012,2011,1966,1610612748,320102014,1,3,33,1,Alley Oop Dunk Shot,2PT Field Goal,2,Atlanta Hawks,-23,0,,,,,
LeBron James,Miami Heat,3/25/2011,2010,1966,1610612748,310325014,3,6,49,1,Alley Oop Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,12,3,,,,,
LeBron James,Miami Heat,2/23/2013,2012,1966,1610612748,400278546,3,1,41,1,Alley Oop Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,2,1,,,,,
LeBron James,Miami Heat,2/24/2013,2012,1966,1610612748,400278553,1,5,38,1,Alley Oop Dunk Shot,2PT Field Goal,0,Cleveland Cavaliers,7,1,,,,,
LeBron James,Miami Heat,12/10/2010,2010,1966,1610612748,301210009,3,8,12,1,Alley Oop Dunk Shot,2PT Field Goal,0,Golden State Warriors,1,3,,,,,
LeBron James,Miami Heat,5/15/2013,2012,1966,1610612748,400464464,1,3,7,1,Alley Oop Dunk Shot,2PT Field Goal,0,Chicago Bulls,0,-2,,,,,
LeBron James,Miami Heat,2/26/2013,2012,1966,1610612748,400278565,3,7,56,1,Alley Oop Dunk Shot,2PT Field Goal,0,Sacramento Kings,-2,0,,,,,
LeBron James,Cleveland Cavaliers,6/11/2015,2014,1966,1610612739,400796848,3,5,11,1,Alley Oop Dunk Shot,2PT Field Goal,0,Golden State Warriors,0,1,0,0.6,"Curry, Stephen",4.5,20.3
LeBron James,Miami Heat,3/30/2012,2011,1966,1610612748,320330028,3,11,25,1,Alley Oop Dunk Shot,2PT Field Goal,0,Toronto Raptors,4,6,,,,,
LeBron James,Miami Heat,2/5/2012,2011,1966,1610612748,320205014,3,1,7,1,Alley Oop Dunk Shot,2PT Field Goal,1,Toronto Raptors,-2,11,,,,,
LeBron James,Miami Heat,3/3/2013,2012,1966,1610612748,400278600,1,3,46,1,Alley Oop Dunk Shot,2PT Field Goal,0,New York Knicks,4,7,,,,,
LeBron James,Miami Heat,3/4/2013,2012,1966,1610612748,400278612,2,1,4,1,Alley Oop Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,-4,-6,,,,,
LeBron James,Miami Heat,2/14/2012,2011,1966,1610612748,320214011,2,4,32,1,Alley Oop Dunk Shot,2PT Field Goal,1,Indiana Pacers,-5,14,,,,,
LeBron James,Miami Heat,4/1/2012,2011,1966,1610612748,320401002,2,2,13,1,Alley Oop Dunk Shot,2PT Field Goal,1,Boston Celtics,2,15,,,,,
LeBron James,Cleveland Cavaliers,12/12/2014,2014,1966,1610612739,400578628,1,10,30,1,Alley Oop Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,0,1,0,0.1,"Asik, Omer",2.9,9.6
LeBron James,Miami Heat,3/8/2013,2012,1966,1610612748,400278641,1,1,21,1,Alley Oop Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,1,12,,,,,
LeBron James,Miami Heat,12/23/2010,2010,1966,1610612748,301223021,1,10,12,1,Alley Oop Dunk Shot,2PT Field Goal,0,Phoenix Suns,1,3,,,,,
LeBron James,Miami Heat,12/27/2011,2011,1966,1610612748,311227014,3,6,37,1,Alley Oop Dunk Shot,2PT Field Goal,1,Boston Celtics,-2,11,,,,,
LeBron James,Miami Heat,2/3/2014,2013,1966,1610612748,400489586,2,2,39,1,Alley Oop Dunk Shot,2PT Field Goal,0,Detroit Pistons,9,4,0,0,"Smith, Josh",5.1,20.1
LeBron James,Miami Heat,3/13/2013,2012,1966,1610612748,400278676,1,6,34,1,Alley Oop Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,0,1,,,,,
LeBron James,Miami Heat,3/6/2013,2012,1966,1610612748,400278623,2,2,29,1,Alley Oop Dunk Shot,2PT Field Goal,0,Orlando Magic,0,3,,,,,
LeBron James,Miami Heat,2/23/2012,2011,1966,1610612748,320223014,1,11,34,1,Alley Oop Dunk Shot,2PT Field Goal,0,New York Knicks,-5,1,,,,,
LeBron James,Miami Heat,4/3/2012,2011,1966,1610612748,320403014,4,1,27,1,Alley Oop Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,1,14,,,,,
LeBron James,Miami Heat,2/10/2012,2011,1966,1610612748,320210027,2,3,33,1,Alley Oop Dunk Shot,2PT Field Goal,1,Washington Wizards,-2,-10,,,,,
LeBron James,Miami Heat,2/10/2012,2011,1966,1610612748,320210027,2,1,56,1,Alley Oop Dunk Shot,2PT Field Goal,0,Washington Wizards,-7,-6,,,,,
LeBron James,Miami Heat,2/18/2014,2013,1966,1610612748,400489671,1,6,59,1,Alley Oop Dunk Shot,2PT Field Goal,0,Dallas Mavericks,-4,0,0,0,"Ellis, Monta",5.6,21.3
LeBron James,Miami Heat,2/3/2014,2013,1966,1610612748,400489586,2,5,24,1,Alley Oop Dunk Shot,2PT Field Goal,0,Detroit Pistons,4,4,0,0,"Stuckey, Rodney",3.8,21.4
LeBron James,Miami Heat,3/3/2013,2012,1966,1610612748,400278600,1,6,8,1,Alley Oop Dunk Shot,2PT Field Goal,0,New York Knicks,7,0,,,,,
LeBron James,Miami Heat,3/24/2013,2012,1966,1610612748,400278761,1,1,26,1,Alley Oop Dunk Shot,2PT Field Goal,0,Charlotte Hornets,7,4,,,,,
LeBron James,Miami Heat,6/16/2013,2012,1966,1610612748,400467337,1,9,4,1,Alley Oop Dunk Shot,2PT Field Goal,1,San Antonio Spurs,15,1,,,,,
LeBron James,Cleveland Cavaliers,2/20/2015,2014,1966,1610612739,400579101,1,10,1,1,Alley Oop Dunk Shot,2PT Field Goal,0,Washington Wizards,0,1,2,5,"Porter, Otto",8.9,24
LeBron James,Miami Heat,3/25/2013,2012,1966,1610612748,400278769,4,10,19,1,Alley Oop Dunk Shot,2PT Field Goal,0,Orlando Magic,0,9,,,,,
LeBron James,Miami Heat,1/10/2012,2011,1966,1610612748,320110009,2,5,20,1,Alley Oop Dunk Shot,2PT Field Goal,0,Golden State Warriors,0,4,,,,,
LeBron James,Miami Heat,1/4/2013,2012,1966,1610612748,400278201,3,3,29,1,Alley Oop Dunk Shot,2PT Field Goal,0,Chicago Bulls,1,1,,,,,
LeBron James,Miami Heat,6/16/2013,2012,1966,1610612748,400467337,1,9,43,0,Alley Oop Dunk Shot,2PT Field Goal,0,San Antonio Spurs,-5,4,,,,,
LeBron James,Miami Heat,12/30/2011,2011,1966,1610612748,311230016,3,2,27,1,Alley Oop Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,-8,0,,,,,
LeBron James,Miami Heat,4/21/2011,2010,1966,1610612748,310421020,2,11,46,1,Alley Oop Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,-4,0,,,,,
LeBron James,Miami Heat,2/20/2013,2012,1966,1610612748,400278522,2,6,27,1,Alley Oop Dunk Shot,2PT Field Goal,0,Atlanta Hawks,7,1,,,,,
LeBron James,Miami Heat,2/20/2013,2012,1966,1610612748,400278522,4,3,45,1,Alley Oop Dunk Shot,2PT Field Goal,1,Atlanta Hawks,13,9,,,,,
LeBron James,Miami Heat,3/27/2013,2012,1966,1610612748,400278782,3,11,30,1,Alley Oop Dunk Shot,2PT Field Goal,1,Chicago Bulls,17,9,,,,,
LeBron James,Miami Heat,1/12/2011,2010,1966,1610612748,310112012,3,5,42,1,Alley Oop Dunk Shot,2PT Field Goal,4,Los Angeles Clippers,29,28,,,,,
LeBron James,Miami Heat,1/27/2011,2010,1966,1610612748,310127018,1,4,15,1,Alley Oop Dunk Shot,2PT Field Goal,1,New York Knicks,18,7,,,,,
LeBron James,Miami Heat,1/27/2011,2010,1966,1610612748,310127018,1,5,0,1,Alley Oop Dunk Shot,2PT Field Goal,1,New York Knicks,6,9,,,,,
LeBron James,Cleveland Cavaliers,1/15/2015,2014,1966,1610612739,400578878,2,3,51,0,Alley Oop Dunk Shot,2PT Field Goal,0,Los Angeles Lakers,0,1,1,2.5,"Price, Ronnie",4.7,21.9
LeBron James,Cleveland Cavaliers,3/22/2015,2014,1966,1610612739,400579329,4,3,23,1,Alley Oop Dunk Shot,2PT Field Goal,0,Milwaukee Bucks,0,1,0,0.2,"Antetokounmpo, Giannis",3.2,20.9
LeBron James,Miami Heat,2/4/2013,2012,1966,1610612748,400278431,4,5,0,1,Alley Oop Dunk Shot,2PT Field Goal,0,Charlotte Hornets,7,1,,,,,
LeBron James,Miami Heat,2/21/2012,2011,1966,1610612748,320221014,3,9,54,1,Alley Oop Dunk Shot,2PT Field Goal,0,Sacramento Kings,9,1,,,,,
LeBron James,Miami Heat,12/8/2010,2010,1966,1610612748,301208026,4,3,18,1,Alley Oop Dunk Shot,2PT Field Goal,2,Utah Jazz,1,23,,,,,
LeBron James,Miami Heat,12/11/2010,2010,1966,1610612748,301211023,1,11,40,1,Alley Oop Dunk Shot,2PT Field Goal,1,Sacramento Kings,12,7,,,,,
LeBron James,Cleveland Cavaliers,4/1/2016,2015,1966,1610612739,400829018,2,7,23,1,Alley Oop Layup shot,2PT Field Goal,1,Atlanta Hawks,-17,3,0,0,,0,0
LeBron James,Miami Heat,4/3/2011,2010,1966,1610612748,310403017,1,9,50,1,Alley Oop Layup shot,2PT Field Goal,1,Brooklyn Nets,7,14,,,,,
LeBron James,Cleveland Cavaliers,3/23/2016,2015,1966,1610612739,400828946,2,4,33,0,Alley Oop Layup shot,2PT Field Goal,0,Milwaukee Bucks,-4,7,0,0,,0,0
LeBron James,Miami Heat,4/30/2012,2011,1966,1610612748,320430014,2,6,52,1,Alley Oop Layup shot,2PT Field Goal,0,New York Knicks,-4,7,,,,,
LeBron James,Cleveland Cavaliers,11/13/2017,2017,1966,1610612739,400974944,1,10,50,1,Alley Oop Layup shot,2PT Field Goal,2,New York Knicks,3,24,0,0,,0,0
LeBron James,Miami Heat,3/31/2014,2013,1966,1610612748,400489978,1,8,30,1,Alley Oop Layup shot,2PT Field Goal,2,Toronto Raptors,29,7,0,0,"Johnson, Amir",3.8,3.4
LeBron James,Cleveland Cavaliers,2/8/2017,2016,1966,1610612739,400900188,3,11,49,1,Alley Oop Layup shot,2PT Field Goal,4,Indiana Pacers,-32,26,0,0,,0,0
LeBron James,Miami Heat,4/26/2014,2013,1966,1610612748,400553077,3,2,39,1,Alley Oop Layup shot,2PT Field Goal,1,Charlotte Hornets,15,4,0,0,"Douglas-Roberts, Chris",3.3,12.4
LeBron James,Cleveland Cavaliers,3/3/2017,2016,1966,1610612739,400900308,4,11,25,0,Alley Oop Layup shot,2PT Field Goal,0,Atlanta Hawks,0,2,0,0,,0,0
LeBron James,Miami Heat,4/26/2014,2013,1966,1610612748,400553077,3,5,36,1,Alley Oop Layup shot,2PT Field Goal,0,Charlotte Hornets,-4,3,0,0,"Henderson, Gerald",3.1,24
LeBron James,Cleveland Cavaliers,12/21/2016,2016,1966,1610612739,400899871,4,7,55,0,Alley Oop Layup shot,2PT Field Goal,0,Milwaukee Bucks,-6,2,0,0,,0,0
LeBron James,Cleveland Cavaliers,10/28/2015,2015,1966,1610612739,400827898,1,0,23,1,Alley Oop Layup shot,2PT Field Goal,3,Memphis Grizzlies,-35,-1,0,2.3,"Barnes, Matt",3.6,19.4
LeBron James,Cleveland Cavaliers,3/28/2018,2017,1966,1610612739,400975862,2,6,39,1,Alley Oop Layup shot,2PT Field Goal,0,Charlotte Hornets,3,6,0,0,,0,0
LeBron James,Miami Heat,6/8/2014,2013,1966,1610612748,400559375,2,1,26,1,Alley Oop Layup shot,2PT Field Goal,2,San Antonio Spurs,-4,20,0,0,"Diaw, Boris",1.5,24
LeBron James,Cleveland Cavaliers,3/3/2018,2017,1966,1610612739,400975683,3,6,9,0,Alley Oop Layup shot,2PT Field Goal,0,Denver Nuggets,0,4,0,0,,0,0
LeBron James,Miami Heat,11/1/2013,2013,1966,1610612748,400488901,2,1,51,1,Alley Oop Layup shot,2PT Field Goal,1,Brooklyn Nets,-18,6,0,0,"Pierce, Paul",2.8,0
LeBron James,Cleveland Cavaliers,10/29/2017,2017,1966,1610612739,400974841,2,11,45,1,Alley Oop Layup shot,2PT Field Goal,0,New York Knicks,-2,5,0,0,,0,0
LeBron James,Miami Heat,11/29/2013,2013,1966,1610612748,400489103,3,6,6,1,Alley Oop Layup shot,2PT Field Goal,2,Toronto Raptors,28,1,0,0,"Lowry, Kyle",0.3,14.1
LeBron James,Cleveland Cavaliers,10/21/2017,2017,1966,1610612739,400974779,1,9,21,0,Alley Oop Layup shot,2PT Field Goal,0,Orlando Magic,9,1,0,0,,0,0
LeBron James,Miami Heat,12/25/2013,2013,1966,1610612748,400489293,1,7,2,1,Alley Oop Layup shot,2PT Field Goal,1,Los Angeles Lakers,10,14,0,0,"Meeks, Jodie",3,18.6
LeBron James,Cleveland Cavaliers,1/18/2018,2017,1966,1610612739,400975410,3,7,8,0,Alley Oop Layup shot,2PT Field Goal,0,Orlando Magic,6,-7,0,0,,0,0
LeBron James,Miami Heat,1/9/2014,2013,1966,1610612748,400489402,1,0,0,1,Alley Oop Layup shot,2PT Field Goal,0,New York Knicks,0,9,0,0,"Bargnani, Andrea",5.1,0
LeBron James,Cleveland Cavaliers,1/18/2018,2017,1966,1610612739,400975410,1,6,0,1,Alley Oop Layup shot,2PT Field Goal,0,Orlando Magic,3,1,0,0,,0,0
LeBron James,Miami Heat,2/11/2011,2010,1966,1610612748,310211008,3,9,51,0,Alley Oop Layup shot,2PT Field Goal,1,Detroit Pistons,19,3,,,,,
LeBron James,Cleveland Cavaliers,5/17/2016,2015,1966,1610612739,400876891,3,8,45,1,Alley Oop Layup shot,2PT Field Goal,0,Toronto Raptors,-6,-5,0,0,,0,0
LeBron James,Miami Heat,1/21/2012,2011,1966,1610612748,320121014,3,3,54,1,Alley Oop Layup shot,2PT Field Goal,1,Philadelphia 76ers,-19,6,,,,,
LeBron James,Cleveland Cavaliers,10/21/2017,2017,1966,1610612739,400974779,3,11,46,0,Alley Oop Layup shot,2PT Field Goal,3,Orlando Magic,0,35,0,0,,0,0
LeBron James,Miami Heat,1/18/2014,2013,1966,1610612748,400489466,3,2,27,0,Alley Oop Layup shot,2PT Field Goal,1,Charlotte Hornets,-10,6,0,0,"Tolliver, Anthony",5.6,22.4
LeBron James,Cleveland Cavaliers,3/21/2016,2015,1966,1610612739,400828931,4,9,47,1,Alley Oop Layup shot,2PT Field Goal,1,Denver Nuggets,-9,8,0,0,,0,0
LeBron James,Miami Heat,1/20/2014,2013,1966,1610612748,400489485,1,5,18,1,Alley Oop Layup shot,2PT Field Goal,0,Atlanta Hawks,-4,-3,0,0,"Carroll, DeMarre",5.1,21.7
LeBron James,Cleveland Cavaliers,5/19/2016,2015,1966,1610612739,400876892,2,8,57,0,Alley Oop Layup shot,2PT Field Goal,2,Toronto Raptors,-11,26,0,0,,0,0
LeBron James,Miami Heat,6/2/2011,2010,1966,1610612748,310602014,3,9,38,1,Alley Oop Layup shot,2PT Field Goal,1,Dallas Mavericks,18,4,,,,,
LeBron James,Cleveland Cavaliers,11/18/2016,2016,1966,1610612739,400899625,1,5,47,1,Alley Oop Layup shot,2PT Field Goal,0,Detroit Pistons,2,-5,0,0,,0,0
LeBron James,Miami Heat,1/14/2013,2012,1966,1610612748,400278281,1,5,46,1,Alley Oop Layup shot,2PT Field Goal,1,Utah Jazz,-15,0,,,,,
LeBron James,Cleveland Cavaliers,5/25/2016,2015,1966,1610612739,400876895,2,10,23,1,Alley Oop Layup shot,2PT Field Goal,0,Toronto Raptors,1,1,0,0,,0,0
LeBron James,Miami Heat,1/7/2012,2011,1966,1610612748,320107017,1,2,11,1,Alley Oop Layup shot,2PT Field Goal,2,Brooklyn Nets,17,12,,,,,
LeBron James,Cleveland Cavaliers,12/9/2017,2017,1966,1610612739,400975130,1,6,22,1,Alley Oop Layup shot,2PT Field Goal,1,Philadelphia 76ers,13,15,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/21/2014,2014,1966,1610612739,400578471,1,6,51,1,Alley Oop Layup shot,2PT Field Goal,2,Washington Wizards,-24,-6,0,0.9,"Temple, Garrett",1.3,20.5
LeBron James,Cleveland Cavaliers,3/25/2018,2017,1966,1610612739,400975840,3,9,3,1,Alley Oop Layup shot,2PT Field Goal,2,Brooklyn Nets,-23,7,0,0,,0,0
LeBron James,Miami Heat,2/15/2011,2010,1966,1610612748,310215011,1,3,50,1,Alley Oop Layup shot,2PT Field Goal,2,Indiana Pacers,15,-19,,,,,
LeBron James,Cleveland Cavaliers,4/9/2018,2017,1966,1610612739,400975953,3,3,59,0,Alley Oop Layup shot,2PT Field Goal,0,New York Knicks,2,-1,0,0,,0,0
LeBron James,Miami Heat,4/11/2011,2010,1966,1610612748,310411001,1,9,59,0,Alley Oop Layup shot,2PT Field Goal,2,Atlanta Hawks,21,-2,,,,,
LeBron James,Miami Heat,11/2/2012,2012,1966,1610612748,400277740,3,8,58,1,Alley Oop Layup shot,2PT Field Goal,1,New York Knicks,-19,1,,,,,
LeBron James,Miami Heat,3/1/2012,2011,1966,1610612748,320301022,1,6,11,1,Alley Oop Layup shot,2PT Field Goal,0,Portland Trail Blazers,9,3,,,,,
LeBron James,Miami Heat,11/3/2012,2012,1966,1610612748,400277750,3,11,3,0,Alley Oop Layup shot,2PT Field Goal,0,Denver Nuggets,8,-1,,,,,
LeBron James,Miami Heat,10/31/2010,2010,1966,1610612748,301031017,1,10,58,1,Alley Oop Layup shot,2PT Field Goal,2,Brooklyn Nets,23,3,,,,,
LeBron James,Miami Heat,11/11/2012,2012,1966,1610612748,400277812,1,7,15,1,Alley Oop Layup shot,2PT Field Goal,0,Memphis Grizzlies,0,-5,,,,,
LeBron James,Cleveland Cavaliers,12/21/2014,2014,1966,1610612739,400578693,3,9,31,1,Alley Oop Layup shot,2PT Field Goal,0,Memphis Grizzlies,6,0,0,0.1,"Gasol, Marc",4.7,7.4
LeBron James,Miami Heat,4/11/2011,2010,1966,1610612748,310411001,2,1,11,1,Alley Oop Layup shot,2PT Field Goal,0,Atlanta Hawks,-5,3,,,,,
LeBron James,Cleveland Cavaliers,3/29/2015,2014,1966,1610612739,400579384,3,11,7,1,Alley Oop Layup shot,2PT Field Goal,0,Philadelphia 76ers,4,3,0,0,"Grant, Jerami",2,5
LeBron James,Miami Heat,3/1/2012,2011,1966,1610612748,320301022,3,7,29,1,Alley Oop Layup shot,2PT Field Goal,1,Portland Trail Blazers,1,-14,,,,,
LeBron James,Miami Heat,2/1/2012,2011,1966,1610612748,320201015,1,4,23,1,Alley Oop Layup shot,2PT Field Goal,0,Milwaukee Bucks,0,6,,,,,
LeBron James,Miami Heat,3/20/2013,2012,1966,1610612748,400278729,4,10,58,0,Alley Oop Layup shot,2PT Field Goal,0,Cleveland Cavaliers,0,6,,,,,
LeBron James,Miami Heat,11/27/2013,2013,1966,1610612748,400489092,3,10,55,0,Alley Oop Layup shot,2PT Field Goal,1,Cleveland Cavaliers,15,0,0,3.8,"Gee, Alonzo",1.8,21.3
LeBron James,Miami Heat,1/21/2014,2013,1966,1610612748,400489490,1,6,13,0,Alley Oop Layup shot,2PT Field Goal,2,Boston Celtics,18,17,2,6.7,"Rondo, Rajon",2.4,8.8
LeBron James,Miami Heat,11/25/2013,2013,1966,1610612748,400489078,1,4,52,0,Alley Oop Layup shot,2PT Field Goal,1,Phoenix Suns,13,11,0,0,"Tucker, PJ",3.6,14.6
LeBron James,Cleveland Cavaliers,11/8/2015,2015,1966,1610612739,400827981,2,8,25,1,Alley Oop Layup shot,2PT Field Goal,0,Indiana Pacers,-7,2,0,1.4,"George, Paul",2.7,21.8
LeBron James,Miami Heat,4/1/2012,2011,1966,1610612748,320401002,1,4,41,0,Alley Oop Layup shot,2PT Field Goal,1,Boston Celtics,11,9,,,,,
LeBron James,Cleveland Cavaliers,10/27/2015,2015,1966,1610612739,400827889,1,7,57,1,Alley Oop Layup shot,2PT Field Goal,2,Chicago Bulls,19,21,0,0,"Gasol, Pau",4.5,12.1
LeBron James,Cleveland Cavaliers,11/8/2015,2015,1966,1610612739,400827981,3,3,38,0,Alley Oop Layup shot,2PT Field Goal,2,Indiana Pacers,-12,23,0,3.7,"Ellis, Monta",4.4,19.8
LeBron James,Miami Heat,12/15/2010,2010,1966,1610612748,301215014,1,2,25,0,Alley Oop Layup shot,2PT Field Goal,1,Cleveland Cavaliers,1,11,,,,,
LeBron James,Miami Heat,2/17/2012,2011,1966,1610612748,320217005,3,11,20,1,Alley Oop Layup shot,2PT Field Goal,1,Cleveland Cavaliers,1,-11,,,,,
LeBron James,Miami Heat,3/12/2013,2012,1966,1610612748,400278672,3,2,14,0,Alley Oop Layup shot,2PT Field Goal,0,Atlanta Hawks,2,6,,,,,
LeBron James,Cleveland Cavaliers,3/19/2018,2017,1966,1610612739,400975796,3,7,42,1,Alley Oop Layup shot,2PT Field Goal,0,Milwaukee Bucks,6,-5,0,0,,0,0
LeBron James,Miami Heat,3/12/2013,2012,1966,1610612748,400278672,1,9,27,1,Alley Oop Layup shot,2PT Field Goal,1,Atlanta Hawks,0,11,,,,,
LeBron James,Miami Heat,3/13/2013,2012,1966,1610612748,400278676,1,4,32,1,Alley Oop Layup shot,2PT Field Goal,0,Philadelphia 76ers,9,3,,,,,
LeBron James,Miami Heat,1/7/2011,2010,1966,1610612748,310107015,1,6,16,1,Alley Oop Layup shot,2PT Field Goal,1,Milwaukee Bucks,-10,11,,,,,
LeBron James,Miami Heat,4/28/2013,2012,1966,1610612748,400459955,1,5,47,1,Alley Oop Layup shot,2PT Field Goal,0,Milwaukee Bucks,4,6,,,,,
LeBron James,Miami Heat,2/24/2013,2012,1966,1610612748,400278553,4,0,43,0,Alley Oop Layup shot,2PT Field Goal,1,Cleveland Cavaliers,9,9,,,,,
LeBron James,Miami Heat,4/14/2013,2012,1966,1610612748,400278914,3,4,14,0,Alley Oop Layup shot,2PT Field Goal,1,Chicago Bulls,10,1,,,,,
LeBron James,Miami Heat,3/27/2011,2010,1966,1610612748,310327014,2,6,4,1,Alley Oop Layup shot,2PT Field Goal,1,Houston Rockets,-11,6,,,,,
LeBron James,Miami Heat,11/27/2010,2010,1966,1610612748,301127006,3,9,55,0,Alley Oop Layup shot,2PT Field Goal,2,Dallas Mavericks,21,7,,,,,
LeBron James,Miami Heat,11/29/2010,2010,1966,1610612748,301129014,2,2,13,1,Alley Oop Layup shot,2PT Field Goal,3,Washington Wizards,29,17,,,,,
LeBron James,Miami Heat,4/3/2011,2010,1966,1610612748,310403017,3,10,10,0,Alley Oop Layup shot,2PT Field Goal,2,Brooklyn Nets,-24,4,,,,,
LeBron James,Cleveland Cavaliers,3/13/2016,2015,1966,1610612739,400828870,3,3,11,1,Cutting Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/14/2015,2015,1966,1610612739,400828028,4,4,19,1,Cutting Dunk Shot,2PT Field Goal,0,Milwaukee Bucks,0,1,0,0.8,"Middleton, Khris",4.4,21
LeBron James,Cleveland Cavaliers,3/19/2018,2017,1966,1610612739,400975796,2,4,0,1,Cutting Dunk Shot,2PT Field Goal,1,Milwaukee Bucks,0,12,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/14/2015,2015,1966,1610612739,400828028,4,5,44,1,Cutting Dunk Shot,2PT Field Goal,0,Milwaukee Bucks,0,1,0,0.7,"Parker, Jabari",7.7,8.1
LeBron James,Cleveland Cavaliers,6/16/2016,2015,1966,1610612739,400878159,3,10,55,1,Cutting Dunk Shot,2PT Field Goal,0,Golden State Warriors,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/10/2015,2015,1966,1610612739,400827993,1,7,4,1,Cutting Dunk Shot,2PT Field Goal,0,Utah Jazz,0,1,0,0.4,"Gobert, Rudy",2.5,13.7
LeBron James,Cleveland Cavaliers,6/16/2016,2015,1966,1610612739,400878159,1,6,19,1,Cutting Dunk Shot,2PT Field Goal,0,Golden State Warriors,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/4/2015,2015,1966,1610612739,400827950,4,2,5,1,Cutting Dunk Shot,2PT Field Goal,0,New York Knicks,0,1,0,0.4,"Lopez, Robin",2.6,12.3
LeBron James,Cleveland Cavaliers,11/27/2017,2017,1966,1610612739,400975042,3,9,37,1,Cutting Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,-4,15,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/27/2017,2016,1966,1610612739,400900494,2,6,38,1,Cutting Dunk Shot,2PT Field Goal,0,San Antonio Spurs,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/1/2017,2016,1966,1610612739,400899369,3,8,23,1,Cutting Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/4/2017,2017,1966,1610612739,400975095,1,6,17,1,Cutting Dunk Shot,2PT Field Goal,0,Chicago Bulls,3,2,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/14/2017,2016,1966,1610612739,400900237,2,2,34,1,Cutting Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/28/2017,2017,1966,1610612739,400975049,1,10,2,1,Cutting Dunk Shot,2PT Field Goal,1,Miami Heat,8,12,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/23/2016,2015,1966,1610612739,400828946,3,7,13,1,Cutting Dunk Shot,2PT Field Goal,0,Milwaukee Bucks,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/15/2017,2017,0,1610612739,0,1,8,9,1,Cutting Dunk Shot,2PT Field Goal,1,Charlotte Hornets,7,14,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/25/2016,2016,1966,1610612739,400899899,4,1,43,1,Cutting Dunk Shot,2PT Field Goal,0,Golden State Warriors,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/6/2017,2016,1966,1610612739,400900331,2,1,36,1,Cutting Dunk Shot,2PT Field Goal,0,Miami Heat,0,1,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/25/2016,2016,1966,1610612739,400899899,4,3,36,1,Cutting Dunk Shot,2PT Field Goal,0,Golden State Warriors,0,1,0,0,,0,0
